id,member_id,ssn,first_name,last_name,gender,race,language,phone,email,address_line_1,address_line_2,city,state,zip,existing_conditions
956,73-105-2315,796-62-6282,Marcella,Burlingame,Female,,Somali,,,95004 Blaine Plaza,,Alexandria,Virginia,22313,
957,01-079-6356,476-36-0988,Haven,Scouller,Female,Chamorro,Swati,,,4 Merchant Point,,Torrance,California,90505,FALSE
958,30-891-9362,822-65-3482,Catherina,Lambis,Female,Samoan,Danish,714-272-8856,,4 Ridgeway Trail,,Fullerton,California,92835,
959,87-273-6127,124-55-8967,Aldo,Dartnall,,Honduran,,,adartnallqm@umn.edu,55 Monica Road,,Aurora,Colorado,80044,FALSE
960,39-979-5537,,Gayle,Seviour,Female,Iroquois,,415-445-3460,gseviourqn@mapquest.com,1 Amoth Place,514,San Francisco,California,94154,FALSE
961,66-113-4838,,Lanny,Cringle,Female,Samoan,Assamese,323-634-6753,lcringleqo@nba.com,9519 Sachtjen Alley,86520,Los Angeles,California,90035,
962,61-948-5302,,Janet,Regler,Female,,Zulu,,jreglerqp@google.de,3221 Paget Place,,San Jose,California,95108,
963,79-069-2890,813-32-9512,Carly,Stabler,Male,,Papiamento,860-767-0644,,7 Graedel Plaza,,West Hartford,Connecticut,6127,TRUE
964,70-517-6235,339-57-2136,Ermanno,Planque,Female,,,,eplanqueqr@last.fm,093 Portage Alley,32991,Simi Valley,California,93094,
965,38-869-5586,,Reiko,Danilevich,,,,212-465-6890,,4247 Haas Center,,New York City,New York,10150,
966,49-530-8240,391-49-7169,Ethan,Ruprich,,Argentinian,Zulu,412-346-2102,,8 Anthes Junction,315,Pittsburgh,Pennsylvania,15255,FALSE
967,48-999-3549,,Eloisa,Caitlin,,Malaysian,Azeri,212-305-4789,,5471 Elmside Hill,,New York City,New York,10184,FALSE
968,18-193-9422,,Jarrad,Jeff,Female,Iroquois,,,jjeffqv@51.la,1632 Texas Alley,,Sacramento,California,95894,
969,25-371-6033,,Emili,McPeice,Female,Native Hawaiian and Other Pacific Islander (NHPI),,571-622-8529,emcpeiceqw@goo.gl,9 Judy Plaza,,Arlington,Virginia,22212,
970,54-254-8168,,Errol,Fawloe,Male,,Spanish,,efawloeqx@bigcartel.com,30 Warrior Street,47891,Pittsburgh,Pennsylvania,15286,
971,98-973-8958,122-65-8318,Aeriell,Laurenzi,Female,,,,,6493 6th Place,94939,Yonkers,New York,10705,
972,52-762-9043,,Stephine,Dionis,Male,Vietnamese,Mongolian,,sdionisqz@thetimes.co.uk,46604 Graceland Parkway,2203,Stamford,Connecticut,6905,
973,41-605-1399,572-69-8157,Sallee,Drysdell,Female,Nicaraguan,,,,39 Grayhawk Center,94,Harrisburg,Pennsylvania,17110,
974,18-809-4041,,Brantley,Lynnett,Female,Tongan,Greek,917-749-0597,blynnettr1@slideshare.net,5 Burrows Hill,,New York City,New York,10105,TRUE
975,82-868-1075,385-13-4498,Dorine,Coveley,Male,,,,,0813 Holy Cross Terrace,6926,Oceanside,California,92056,
976,48-089-5753,,Lodovico,Thoma,Male,,Spanish,785-934-0548,lthomar3@blog.com,10 Independence Pass,7982,Topeka,Kansas,66611,
977,95-604-9107,362-59-1110,Davin,Scogin,,Seminole,,717-172-0855,,0 Esch Point,,Lancaster,Pennsylvania,17622,
978,69-427-1377,148-32-6188,Dorris,Lamberto,Male,Venezuelan,,,dlambertor5@time.com,7040 Fairfield Trail,80,Reading,Pennsylvania,19610,TRUE
979,16-121-9353,,Ethelind,Crawley,,,,212-503-4812,ecrawleyr6@wikispaces.com,58267 Fieldstone Place,8141,Brooklyn,New York,11247,
980,70-312-1684,,Jany,Jaskowicz,Female,Bolivian,Indonesian,831-993-2516,jjaskowiczr7@google.nl,4104 Becker Plaza,95,Santa Cruz,California,95064,TRUE
981,75-692-9023,,Faith,Lush,Female,Paiute,Somali,650-525-1873,,21 Walton Terrace,,Orange,California,92668,TRUE
982,45-735-9803,,Worth,Beckenham,Female,,,,wbeckenhamr9@icq.com,9 Derek Crossing,645,Albany,New York,12210,FALSE
983,88-760-1316,696-30-4246,Humberto,McGilleghole,Female,Paraguayan,Spanish,,,0 Roth Road,4233,Stockton,California,95205,FALSE
984,70-730-9582,,Cristen,Ping,Female,Eskimo,Kazakh,212-806-8330,,0264 Ohio Point,21,New York City,New York,10125,
985,31-925-3631,688-30-9448,Jasper,Huffer,Male,,Kannada,,jhufferrc@hugedomains.com,5851 Stuart Terrace,,Springfield,Virginia,22156,TRUE
986,98-047-4995,,Alicia,Dufty,Female,Chinese,,,aduftyrd@theguardian.com,96 Norway Maple Point,,Norwalk,Connecticut,6854,
987,39-189-6122,,Hermine,Mainwaring,Male,Pueblo,,,,003 Farwell Terrace,,Rochester,New York,14619,
988,98-484-4362,770-16-1951,My,Blesli,,Paraguayan,,,,7 Glacier Hill Road,,Denver,Colorado,80217,
989,74-539-1909,736-41-7536,Leon,Smith,Male,Choctaw,,,,6 Hazelcrest Terrace,300,Philadelphia,Pennsylvania,19191,
990,16-302-8713,671-83-1343,Clarance,Cutill,,,,757-891-1301,ccutillrh@slate.com,005 Macpherson Point,,Hampton,Virginia,23663,
991,76-959-2450,277-70-0905,Salvidor,Ashtonhurst,Male,Cherokee,Quechua,626-955-8057,sashtonhurstri@rakuten.co.jp,1681 Farwell Point,2019,Pasadena,California,91103,
992,59-642-0772,374-68-2249,Audra,Cours,Male,,,913-397-0758,acoursrj@chron.com,23830 Manufacturers Road,8272,Kansas City,Kansas,66160,
993,46-060-7278,321-05-4085,Leodora,Gally,Male,Lumbee,Burmese,,,319 Lakeland Circle,0,Pittsburgh,Pennsylvania,15266,TRUE
994,15-070-4780,142-14-0095,Leroy,Delaney,Female,,Oriya,,,7 Eagle Crest Junction,2,Norfolk,Virginia,23509,
995,43-732-3619,,Hedwig,Kristof,Male,,Danish,,,458 Helena Junction,,Fresno,California,93773,FALSE
996,81-201-2109,854-12-2261,Neil,Farquar,,Korean,Thai,,,89332 Hazelcrest Junction,73022,Corona,California,92883,
997,56-734-2664,,Axe,Goadbie,Male,Paraguayan,,951-891-3097,agoadbiero@ehow.com,5752 Lien Junction,,Corona,California,92883,
998,60-911-5143,574-40-2869,Chicky,Sturzaker,Male,,Gujarati,916-230-6435,csturzakerrp@1und1.de,7682 Donald Plaza,74,Sacramento,California,94291,FALSE
999,10-277-2275,835-43-5668,Charlie,Howell,,Cherokee,,,chowellrq@china.com.cn,897 Browning Street,,San Diego,California,92132,
1000,21-818-7260,,Carlie,Plaskitt,Female,,,760-593-6611,,0 Barby Park,,Oceanside,California,92056,
